_id,created_at,entities.hashtags,geo,lang,place.country,place.full_name,place.name,user.location
60972e70ec00ab926c55af3c,Sun May 09 00:32:12 +0000 2021,"[{""text"":""Desconjuracao"",""indices"":[58,72]}]",null,pt,,,,"Rio Grande do Sul, Brasil"
60972e70ec00ab926c55af3d,Sun May 09 00:32:12 +0000 2021,[],null,pt,,,,"Braga, Portugal"
60972e70ec00ab926c55af3e,Sun May 09 00:32:12 +0000 2021,[],null,pt,,,,One bad chapter doesn’t mean y
60972e70ec00ab926c55af3f,Sun May 09 00:32:12 +0000 2021,[],null,pt,,,,Parquinho
60972e70ec00ab926c55af40,Sun May 09 00:32:12 +0000 2021,[],null,en,,,,Gaia
60972e70ec00ab926c55af41,Sun May 09 00:32:12 +0000 2021,[],null,tr,,,,null
60972e71ec00ab926c55af42,Sun May 09 00:32:12 +0000 2021,[],null,es,,,,null
60972e71ec00ab926c55af43,Sun May 09 00:32:12 +0000 2021,"[{""text"":""Dynamite"",""indices"":[58,67]},{""text"":""BestMusicVideo"",""indices"":[72,87]},{""text"":""iHeartAwards"",""indices"":[95,108]}]",null,en,,,,null
60972e71ec00ab926c55af44,Sun May 09 00:32:12 +0000 2021,[],null,en,,,,"Los Angeles, CA"
60972e71ec00ab926c55af45,Sun May 09 00:32:12 +0000 2021,"[{""text"":""BTSARMY"",""indices"":[12,20]},{""text"":""BestFanArmy"",""indices"":[26,38]},{""text"":""iHeartAwards"",""indices"":[51,64]}]",null,en,,,,null
60972e71ec00ab926c55af46,Sun May 09 00:32:12 +0000 2021,[],null,en,,,,null
60972e71ec00ab926c55af47,Sun May 09 00:32:12 +0000 2021,[],null,es,,,,Selva amazónica
60972e71ec00ab926c55af48,Sun May 09 00:32:12 +0000 2021,"[{""text"":""Dynamite"",""indices"":[53,62]},{""text"":""BestMusicVideo"",""indices"":[63,78]},{""text"":""iHeartAwards︎"",""indices"":[79,93]}]",null,cy,,,,null
60972e71ec00ab926c55af49,Sun May 09 00:32:12 +0000 2021,[],null,en,,,,null
60972e71ec00ab926c55af4a,Sun May 09 00:32:12 +0000 2021,"[{""text"":""Pappu"",""indices"":[0,6]},{""text"":""pappuyadav"",""indices"":[7,18]},{""text"":""COVID19"",""indices"":[19,27]}]",null,und,,,,null
60972e71ec00ab926c55af4b,Sun May 09 00:32:12 +0000 2021,"[{""text"":""TheBigCMen"",""indices"":[125,136]}]",null,en,,,,null
60972e71ec00ab926c55af4c,Sun May 09 00:32:12 +0000 2021,[],null,en,,,,he/him ▵ 17 ▵ gnc ▵ nmh
60972e71ec00ab926c55af4d,Sun May 09 00:32:12 +0000 2021,[],null,und,Argentina,"Ushuaia, Argentina",Ushuaia,"Ushuaia, Argentina"
60972e71ec00ab926c55af4e,Sun May 09 00:32:12 +0000 2021,[],null,ja,,,,日本
60972e71ec00ab926c55af4f,Sun May 09 00:32:12 +0000 2021,[],null,tr,,,,null
60972e71ec00ab926c55af50,Sun May 09 00:32:12 +0000 2021,[],null,en,,,,Lebanon
60972e71ec00ab926c55af51,Sun May 09 00:32:12 +0000 2021,[],null,es,,,,"Sevilla, España"
60972e71ec00ab926c55af52,Sun May 09 00:32:12 +0000 2021,[],null,en,,,,•18  
60972e71ec00ab926c55af53,Sun May 09 00:32:12 +0000 2021,[],null,en,,,,null
60972e71ec00ab926c55af54,Sun May 09 00:32:12 +0000 2021,[],null,en,,,,hell
60972e71ec00ab926c55af55,Sun May 09 00:32:12 +0000 2021,[],null,es,,,,My swamp
60972e71ec00ab926c55af56,Sun May 09 00:32:12 +0000 2021,[],null,pt,,,,"São Paulo, Brasil"
60972e71ec00ab926c55af57,Sun May 09 00:32:12 +0000 2021,"[{""text"":""J97"",""indices"":[44,48]},{""text"":""JackJ97"",""indices"":[49,57]},{""text"":""LayLaLay"",""indices"":[58,67]}]",null,vi,,,,null
60972e72ec00ab926c55af58,Sun May 09 00:32:12 +0000 2021,[],null,tr,,,,"Bursa, Türkiye"
60972e72ec00ab926c55af59,Sun May 09 00:32:12 +0000 2021,[],null,en,,,,black • 14 • she/her • bi • ★
60972e72ec00ab926c55af5a,,,,,,,,
60972e72ec00ab926c55af5b,Sun May 09 00:32:13 +0000 2021,[],null,pt,,,,konoha
60972e72ec00ab926c55af5c,Sun May 09 00:32:13 +0000 2021,[],null,pt,,,,null
60972e72ec00ab926c55af5d,Sun May 09 00:32:13 +0000 2021,[],null,pt,,,,ela/dela
60972e72ec00ab926c55af5e,Sun May 09 00:32:13 +0000 2021,[],null,ko,,,,대한민국
60972e72ec00ab926c55af5f,Sun May 09 00:32:13 +0000 2021,[],null,pt,,,,"Minas Gerais, Brasil"
60972e72ec00ab926c55af60,Sun May 09 00:32:13 +0000 2021,[],null,tr,,,,null
60972e72ec00ab926c55af61,Sun May 09 00:32:13 +0000 2021,[],null,pt,,,,null
60972e72ec00ab926c55af62,Sun May 09 00:32:13 +0000 2021,[],null,en,,,,she/her
60972e72ec00ab926c55af63,Sun May 09 00:32:13 +0000 2021,[],null,en,,,,"Chicago, IL"
60972e72ec00ab926c55af64,Sun May 09 00:32:13 +0000 2021,[],null,pt,,,,"Salvador, Bahia"
60972e72ec00ab926c55af65,Sun May 09 00:32:13 +0000 2021,"[{""text"":""ENGENESelcaDay"",""indices"":[91,106]},{""text"":""ENSD"",""indices"":[107,112]},{""text"":""ENHYPEN"",""indices"":[113,121]},{""text"":""SUNOO"",""indices"":[122,128]}]",null,pt,,,,𝑖𝑛 𝑎 𝑤𝑜𝑟𝑙𝑑 𝑜𝑓 𝘃𝗮𝗺𝗽𝗶𝗿𝗲𝘀 𝑎𝑛𝑑 𝙬𝙚𝙧𝙚𝙬𝙤𝙡𝙛𝙨 𝑐𝑎𝑛 𝐼 𝑏𝑒 𝑦𝑜𝑢𝑟 𝒇𝒂𝒊𝒓𝒚﹖
60972e72ec00ab926c55af66,Sun May 09 00:32:13 +0000 2021,"[{""text"":""Dynamite"",""indices"":[13,22]},{""text"":""FaveChoreography"",""indices"":[27,44]},{""text"":""iHeartAwards"",""indices"":[57,70]}]",null,en,,,,null
60972e72ec00ab926c55af67,Sun May 09 00:32:13 +0000 2021,[],null,en,,,,null
60972e72ec00ab926c55af68,Sun May 09 00:32:13 +0000 2021,[],null,en,,,,null
60972e72ec00ab926c55af69,Sun May 09 00:32:13 +0000 2021,[],null,en,,,,The Caaaabin
